state_name,region_code,code
Saxony and Saxony-Anhalt,01 Region Dresden,01001-01462 - Dresden
Saxony and Saxony-Anhalt,01 Region Dresden,01616 - Strehla
Saxony and Saxony-Anhalt,01 Region Dresden,01654 - 01664 - Meißen
Saxony and Saxony-Anhalt,01 Region Dresden,01654 - Meißen
Saxony and Saxony-Anhalt,01 Region Dresden,01664 - Meißen (centre)
Saxony and Saxony-Anhalt,01 Region Dresden,01731 - Kreischa
Saxony and Saxony-Anhalt,01 Region Dresden,"01762 - Hartmannsdorf-Reichenau, Schmiedeberg"
Saxony and Saxony-Anhalt,01 Region Dresden,01774 - Pretzchendorf
Saxony and Saxony-Anhalt,01 Region Dresden,01809 - Dohna
Saxony and Saxony-Anhalt,01 Region Dresden,"01816 - Bad Gottleuba-Berggießhübel, Bad Gottleuba, Oelsen, Hellendorf, Markersbach"
Saxony and Saxony-Anhalt,01 Region Dresden,"01819 - Bahretal, Berggießhübel, Zwiesel, Bahra, Langenhennersdorf, Forsthaus"
Saxony and Saxony-Anhalt,01 Region Dresden,"01825 - Börnersdorf, Breitenau, Hennersbach"
Saxony and Saxony-Anhalt,01 Region Dresden,"01833 - Dürrröhrsdorf-Dittersbach, Stolpen"
Saxony and Saxony-Anhalt,01 Region Dresden,01847 - Lohmen
Saxony and Saxony-Anhalt,01 Region Dresden,01945-01987 are in Brandenburg
Saxony and Saxony-Anhalt,02 Region Bautzen,02xxx
Saxony and Saxony-Anhalt,02 Region Bautzen,02601-02626 - Bautzen
Saxony and Saxony-Anhalt,02 Region Bautzen,02627 - Ratibor
Saxony and Saxony-Anhalt,02 Region Bautzen,"02747 - Berthelsdorf, Großhennensdorf, Herrnhut, Strahlwalde"
Saxony and Saxony-Anhalt,02 Region Bautzen,02801-02829 - Görlitz
Saxony and Saxony-Anhalt,02 Region Bautzen,02894 - Reichenbach (Oberlausitz)
Saxony and Saxony-Anhalt,02 Region Bautzen,02999 - Knappensee
Saxony and Saxony-Anhalt,02 Region Bautzen,02977 - Hoyerswerda
Saxony and Saxony-Anhalt,02 Region Bautzen,02997 - Wittichenau
Saxony and Saxony-Anhalt,03 Region Cottbus,No Postal Code for this Region
Saxony and Saxony-Anhalt,03 Region Cottbus,This section is empty.  You can help by adding to it.
Saxony and Saxony-Anhalt,04 Region Leipzig,04xxx
Saxony and Saxony-Anhalt,04 Region Leipzig,04003-04357 - Leipzig
Saxony and Saxony-Anhalt,04 Region Leipzig,04003 - Leipzig
Saxony and Saxony-Anhalt,04 Region Leipzig,04109 - Leipzig (Neues Rathaus)
Saxony and Saxony-Anhalt,04 Region Leipzig,04357 - Leipzig
Saxony and Saxony-Anhalt,04 Region Leipzig,04416 - Markkleeberg
Saxony and Saxony-Anhalt,04 Region Leipzig,04509 - Delitzsch
Saxony and Saxony-Anhalt,04 Region Leipzig,04617 - 04626 is in Thuringia
Saxony and Saxony-Anhalt,04 Region Leipzig,04651 - Bad Lausick
Saxony and Saxony-Anhalt,04 Region Leipzig,04758 - Naundorf
Saxony and Saxony-Anhalt,04 Region Leipzig,04758 - Oschatz
Saxony and Saxony-Anhalt,04 Region Leipzig,04808 - Wurzen
Saxony and Saxony-Anhalt,04 Region Leipzig,04827 - Gemeinde Machern
Saxony and Saxony-Anhalt,04 Region Leipzig,04860 - Torgau
Saxony and Saxony-Anhalt,04 Region Leipzig,04931 is Brandenburg
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,"06001-06123 - Halle, Saxony-Anhalt"
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,06001 - Halle
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,06100 - Halle (market area)
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,06123 - Halle
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,06420 - Könnern
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,06449 - Aschersleben
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,"06458 - Bode-Selke-Aue expect Ditfurt, Hausneindorf, Hedersleben (Selke), Heteborn, Wedderstedt"
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,"06484 - Ditfurt (centre), Quedlinburg"
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,"06493 - Ballenstedt, Dankerode, Ditfurt, Harzgerode, Königerode, Neudorf, Radisleben, Schielo, Siptenfelde, Straßberg"
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,"06502 - Neinstedt, Thale, Westerhausen, Weddersleben"
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,"06507 - Gernrode/Harz: Bad Suderode, Friederichsbrunn, Gernrode, Rieder, Stecklenberg"
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,06557 is in Thuringia
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,06667 - Weißenfels
Saxony and Saxony-Anhalt,06 Region Halle an der Saale/Dessau,06686 - Poserna
Saxony and Saxony-Anhalt,08 Region Zwickau,08000 - omitted
Saxony and Saxony-Anhalt,08 Region Zwickau,08001 - 08066 - Zwickau
Saxony and Saxony-Anhalt,08 Region Zwickau,08001 - Zwickau
Saxony and Saxony-Anhalt,08 Region Zwickau,08056 - Zwickau (centre)
Saxony and Saxony-Anhalt,08 Region Zwickau,08066 - Zwickau
Saxony and Saxony-Anhalt,08 Region Zwickau,08209 - Auerbach (Vogtland)
Saxony and Saxony-Anhalt,08 Region Zwickau,08340 - Schwarzenburg (Erzgebirge)
Saxony and Saxony-Anhalt,08 Region Zwickau,08468 - Reichenbach (Vogtland)
Saxony and Saxony-Anhalt,09 Region Chemnitz,09xxx
Saxony and Saxony-Anhalt,09 Region Chemnitz,09111 - 09131 - Chemnitz
Saxony and Saxony-Anhalt,09 Region Chemnitz,09212 - Limbach-Oberfrohna
Saxony and Saxony-Anhalt,09 Region Chemnitz,09232 - Hartmannsdorf (Chemnitz)
Saxony and Saxony-Anhalt,09 Region Chemnitz,09380 - Thalheim
Saxony and Saxony-Anhalt,09 Region Chemnitz,09392 - Auerbach (Erzgebirge)
Saxony and Saxony-Anhalt,09 Region Chemnitz,09394 - Hohndorf
Saxony and Saxony-Anhalt,09 Region Chemnitz,09456 - Annaberg-Buchholz
Saxony and Saxony-Anhalt,09 Region Chemnitz,09509 - Pockau
Saxony and Saxony-Anhalt,09 Region Chemnitz,09623 - Frauenstein
Berlin,10115 - 14199,"10,12,13,14xxx - Berlin"
Berlin,10115 - 14199,"10115,10117,10119,10178,10179 - Berlin-Mitte"
Berlin,10115 - 14199,"10243,10245,10247,10249 - Friedrichshain"
Berlin,10115 - 14199,"10318,10319 - Lichtenberg"
Berlin,10115 - 14199,"10405,10407,10409,10435,10437,10439 - Prenzlauer Berg"
Berlin,10115 - 14199,"10585,10587,10589,10623,10625,10627,10629 - Charlottenburg"
Berlin,10115 - 14199,"10823,10825,10827,10829 - Schöneberg"
Berlin,10115 - 14199,"10961,10963,10965,10967,10969,10997,10999 - Kreuzberg"
Berlin,10115 - 14199,"12043,12045,12047,12049,12051,12053,12055,12057,12059 - Neukölln"
Berlin,10115 - 14199,"12203,12205,12207,12209 - Lichterfelde"
Berlin,10115 - 14199,"12247,12249 - Lankwitz"
Berlin,10115 - 14199,"12277,12279 - Marienfelde"
Berlin,10115 - 14199,"12305,12307,12309 - Lichtenrade"
Berlin,10115 - 14199,"12487,12489 - Adlershof"
Berlin,10115 - 14199,"12555,12557,12559 - Köpenick"
Berlin,10115 - 14199,"12679,12681,12683,12685,12687,12689 - Marzahn since 1979"
Berlin,10115 - 14199,"13086,13088,13089 - Weißensee"
Berlin,10115 - 14199,"13187,13189 - Pankow"
Berlin,10115 - 14199,"13347,13349,13351,13353,13355,13357,13359 - Wedding (Berlin)"
Berlin,10115 - 14199,"13403,13405,13407,13409 - Reinickendorf"
Berlin,10115 - 14199,"13435,13437,13439 - Wittenau"
Berlin,10115 - 14199,14109 - Wannsee
Berlin,10115 - 14199,"14163,14165,14167,14169 - Zehlendorf"
Brandenburg,01000-01999,01945 - Ruhland
Brandenburg,01000-01999,01968 - Senftenberg
Brandenburg,01000-01999,01983 - Großräschen
Brandenburg,01000-01999,01987 - Schwarzheide
Brandenburg,01000-01999,01990 - Ortrand
Brandenburg,04000-04999,The rest under 04931 are outside Brandenburg
Brandenburg,04000-04999,04931 - Mühlberg (Elbe)
Brandenburg,15000-19999,15201-15236 - Frankfurt (Oder)
Brandenburg,15000-19999,15201 - Frankfurt (Oder)
Brandenburg,15000-19999,15230 - Frankfurt (Oder) (centre)
Brandenburg,15000-19999,15236 - Frankfurt (Oder)
Brandenburg,15000-19999,15518 - Briesen (Mark)
Brandenburg,15000-19999,15732 - Schönefeld (Berlin)
Brandenburg,15000-19999,15926 - Heideblick
Brandenburg,15000-19999,19348 - Perleberg
Brandenburg,15000-19999,19348 - Reetz
Mecklenburg-Western Pomerania,17000-17999,17166 - Teterow
Mecklenburg-Western Pomerania,17000-17999,17235 - Möllenbeck (Mecklenburg-Strelitz)
Mecklenburg-Western Pomerania,17000-17999,17236 - omitted
Mecklenburg-Western Pomerania,17000-17999,17237 - Möllenbeck
Mecklenburg-Western Pomerania,17000-17999,17489 - Greifswald
Mecklenburg-Western Pomerania,18000-18999,18055-18109 - Rostock
Mecklenburg-Western Pomerania,18000-18999,18209 - Bad Doberan
Mecklenburg-Western Pomerania,18000-18999,18210 - not used
Mecklenburg-Western Pomerania,18000-18999,18211 - Nienhagen (Mecklenburg)
Mecklenburg-Western Pomerania,18000-18999,18666 - Warnemünde
Mecklenburg-Western Pomerania,19000-19999,19300 - Möllenbeck (Ludwigslust)
Hamburg,20000-20999,20001-20999 - Hamburg
Hamburg,20000-20999,20253 - Hamburg
Hamburg,21000-21999,21001-21149 - Hamburg
Hamburg,21000-21999,21107 Elbinsel Wilhelmsburg
Hamburg,21000-21999,21109 Kirchdorf
Hamburg,21000-21999,Codes 21450-21499 are in Schleswig Holstein
Hamburg,22000-22999,22001-22757 - Hamburg
Schleswig-Holstein,21000-21999,21451 - 21465 - Reinbek
Schleswig-Holstein,21000-21999,21451 - Reinbek
Schleswig-Holstein,21000-21999,21465 - Reinbek (centre)
Schleswig-Holstein,23000-23999,23501-23570 - Lübeck
Schleswig-Holstein,23000-23999,24301-24306 - Plön
Schleswig-Holstein,23000-23999,23406 - Plön (centre)
Schleswig-Holstein,24000-24999,24103-24159 - Kiel
Schleswig-Holstein,24000-24999,24161 - Altenholz
Schleswig-Holstein,24000-24999,24214 - Gettorf
Schleswig-Holstein,24000-24999,24340 - Eckernförde
Schleswig-Holstein,24000-24999,24534-24539 - Neumünster
Schleswig-Holstein,24000-24999,24558 - Henstedt-Ulzburg
Schleswig-Holstein,24000-24999,24568 - Kaltenkirchen
Schleswig-Holstein,24000-24999,24576 - Bad Bramstedt
Schleswig-Holstein,24000-24999,24589 - Nortorf
Schleswig-Holstein,24000-24999,24594 - Hohenwestedt
Schleswig-Holstein,24000-24999,24598 - Boostedt
Schleswig-Holstein,24000-24999,24610 - Trappenkamp
Schleswig-Holstein,24000-24999,24768 - Rendsburg
Schleswig-Holstein,24000-24999,24782 - Büdelsdorf
Schleswig-Holstein,24000-24999,24901 – 24944 - Flensburg
Schleswig-Holstein,25000-25999,"25436 - Uetersen, Tornesch, Moorrege, Heidgraben, Groß Nordende, Neuendeich"
Schleswig-Holstein,25000-25999,25709 - Marne
Schleswig-Holstein,25000-25999,25801 - 25813 - Husum
Schleswig-Holstein,25000-25999,25801 - Husum
Schleswig-Holstein,25000-25999,"25813 - Husum, centre"
Schleswig-Holstein,25000-25999,25876 - Schwabstedt
Bremen,28000-28999,28078-28199 (possibly higher) - Bremen
Lower Saxony,21000-21999,21244 - Buchholz in der Nordheide
Lower Saxony,21000-21999,21680-21682 - Stade
Lower Saxony,21000-21999,"21729 - Freiburg/Elbe, in the Balje area"
Lower Saxony,21000-21999,21730 - Balje
Lower Saxony,26000-26999,26160 - Bad Zwischenahn
Lower Saxony,26000-26999,26351-26389 - Wilhelmshaven
Lower Saxony,26000-26999,26603 - Aurich
Lower Saxony,26000-26999,26689 - Apen
Lower Saxony,26000-26999,26789 - Leer
Lower Saxony,26000-26999,26802 - Moormerland
Lower Saxony,26000-26999,26817 - Rhauderfehn
Lower Saxony,26000-26999,26835 - Hesel
Lower Saxony,26000-26999,26844 - Jemgum
Lower Saxony,26000-26999,26931 - Elsfleth
Lower Saxony,29000-29999,29439 - Lüchow
Lower Saxony,30000-30999,30001-30659 - Hannover
Lower Saxony,31000-31999,31008 - Elze
Lower Saxony,31000-31999,31061 - Alfeld
Lower Saxony,31000-31999,31101-31141 - Hildesheim
Lower Saxony,31000-31999,31001 - Hildesheim
Lower Saxony,31000-31999,31134 - Hildesheim (centre)
Lower Saxony,31000-31999,31141 - Hildesheim
Lower Saxony,31000-31999,31627 - Rohrsen
Lower Saxony,31000-31999,31737 - Rinteln
Lower Saxony,31000-31999,31785 - 31789 - Hamelin
Lower Saxony,31000-31999,31785 - Hameln (centre)
Lower Saxony,31000-31999,31789 - Hameln
Lower Saxony,37000-37999,37073 - Göttingen
Lower Saxony,37000-37999,Some codes in this range are in Thuringia.
Lower Saxony,38000-38999,38154-38547 - Wolfsburg
Lower Saxony,38000-38999,38154 Königslutter
Lower Saxony,38000-38999,38165 Wolfsburg
Lower Saxony,38000-38999,38440 Wolfsburg (Center)
Lower Saxony,38000-38999,38442 Wolfsburg
Lower Saxony,38000-38999,38444 Wolfsburg (Center)
Lower Saxony,38000-38999,38446 Wolfsburg (Center)
Lower Saxony,38000-38999,38448 Wolfsburg (Center)
Lower Saxony,38000-38999,38458 Wolfsburg
Lower Saxony,38000-38999,38479 Wolfsburg
Lower Saxony,38000-38999,38518 Gifhorn
Lower Saxony,38000-38999,38547 Wolfsburg
Lower Saxony,38000-38999,38296 - Wolfenbüttel
Lower Saxony,38000-38999,38678 - Clausthal-Zellerfeld
Lower Saxony,38000-38999,38486 Kusey --> Sachsen-Anhalt
Lower Saxony,39000-39969,39638 - Gardelegen
Lower Saxony,39000-39969,The rest are in Saxony
Lower Saxony,49000-49999,49074-49090 - Osnabrück
Lower Saxony,49000-49999,49124 - Georgsmarienhütte
Lower Saxony,49000-49999,49170 - Hagen am Teutoburger Wald
Lower Saxony,49000-49999,49176 - Hilter am Teutoburger Wald
Lower Saxony,49000-49999,49186 - Bad Iburg
Lower Saxony,49000-49999,49196 - Bad Laer
Lower Saxony,49000-49999,49201 - Dissen am Teutoburger Wald
Lower Saxony,49000-49999,49214 - Bad Rothenfelde
Lower Saxony,49000-49999,49219 - Glandorf
Lower Saxony,49000-49999,"49477, 49479 - Ibbenbüren (Nordrhein-Westfalen)"
Thuringia,04000-04999,04617 - Naundorf
Thuringia,04000-04999,"04626 - Dobitschen, Drogen, Lumpzit, Mehna"
Thuringia,06000-06999,06577 - Etzleben
Thuringia,07000-07999,07586 - Hartmannsdorf (Gera)
Thuringia,07000-07999,"07613 - Crossen (Elster), Hartmannsdorf (Eisenberg)"
Thuringia,07000-07999,"07629 - Reichenbach, Thuringia"
Thuringia,07000-07999,07646 - Waltersdorf (Thuringia)
Thuringia,07000-07999,07701-07751 - Jena
Thuringia,37000-37999,37301 - Heilbad Heiligenstadt
Thuringia,37000-37999,"37308 - Bernterode (bei Heilbad Heiligenstadt), Bodenrode-Westhausen, Geisleden, Geismar, Glasehausen, Heilbad Heiligenstadt, Heuthen, Krombach (Eichsfeld), Pfaffschwende, Reinholterode, Schimberg, Sickerode, Steinbach (Eichsfeld)Volkerode, Wiesenfeld (Eichsfeld)"
Thuringia,37000-37999,"37318 - Arenshausen, Asbach-Sickenberg, Birkenfelde, Bornhagen, Burgwalde, Dieterode, Dietzenrode-Vatterode, Eichstruth, Freienhagen (Eichsfeld), Fretterode, Gerbershausen, Hohengandern, Kella, Kirchgandern, Lenterode, Lindewerra, Lutter (Eichsfeld), Mackenrode (Eichsfeld), Marth, Rohrberg (Eichsfeld), Röhrig, Rustenfelde, Schachtebich, Schönhagen (Eichsfeld), Schwobfeld, Steinheuterode, Thalwenden, Uder, Wahlhausen, Wüstheuterode"
Thuringia,37000-37999,37321 - Leinefelde-Worbis (Leinefelde)
Thuringia,37000-37999,"37327 - Hausen (Eichsfeld), Kallmerode, Leinefelde-Worbis, (Breitenbach), Wingerode"
Thuringia,37000-37999,"37339 - Berlingerode, Brehme, Breitenworbis, Buhla, Ecklingerode, Ferna, Gernrode bei Leinefelde, Haynrode, Hundeshagen, Kirchworbis, Leinefelde-Worbis, (Wintzingerode, Worbis), Tastungen, Teistungen,"
Thuringia,37000-37999,"37345 - Bischofferode, Bockelnhagen, Großbodungen, Holungen, Jützenbach, Neustadt (Eichsfeld), Silkerode, Steinrode, Weißenborn-Lüderode, Zwinge"
Thuringia,37000-37999,"37351 - Dingelstädt, Helmsdorf, Kefferhausen, Kreuzebra, Silberhausen"
Thuringia,37000-37999,"37355 - Bernterode (bei Worbis), Deuna, Gerterode, Kleinbartloff, Niederorschel, Vollenborn"
Thuringia,37000-37999,"37359 - Verwaltungsgemeinschaft Westerwald-Obereichsfeld: Büttstedt, Effelder, Großbartloff, Küllstedt, Wachstedt"
Thuringia,98000-98999,98599 - Brotterode
Thuringia,99000-99999,99301-99310 - Arnstadt
Thuringia,99000-99999,99301 - Arnstadt
Thuringia,99000-99999,99310 - Arnstadt (center)
Thuringia,99000-99999,99421-99427 - Weimar
Thuringia,99000-99999,99421 - Weimar (centre)
Thuringia,99000-99999,99423 - Weimar
Thuringia,99000-99999,99427 - Weimar
Thuringia,99000-99999,"99411 - Verwaltungsgemeinschaft Ilmtal-Weinstraße, Kromsdorf"
Thuringia,99000-99999,99801 - 99817 - Eisenach
Thuringia,99000-99999,99801 - Eisenach
Thuringia,99000-99999,99817 - Eisenach (centre)
Thuringia,99000-99999,99869 - Mühlberg
North Rhine-Westphalia,32000-32999,32469 - Petershagen
North Rhine-Westphalia,32000-32999,32257 - Bünde
North Rhine-Westphalia,32000-32999,32584 - Löhne
North Rhine-Westphalia,32000-32999,32657 - Lemgo
North Rhine-Westphalia,32000-32999,32756 - Detmold
North Rhine-Westphalia,32000-32999,32758 - Detmold
North Rhine-Westphalia,32000-32999,32760 - Detmold
North Rhine-Westphalia,33000-33999,33775 - Versmold
North Rhine-Westphalia,33000-33999,33415 - Verl
North Rhine-Westphalia,40000-40999,40547 - Düsseldorf
North Rhine-Westphalia,40000-40999,"40667-40668, 40670 - Meerbusch"
North Rhine-Westphalia,40000-40999,40699 - Erkrath
North Rhine-Westphalia,40000-40999,40721 - Hilden
North Rhine-Westphalia,40000-40999,40722 - omitted
North Rhine-Westphalia,40000-40999,40723 - Hilden
North Rhine-Westphalia,40000-40999,40724 - Hilden
North Rhine-Westphalia,40000-40999,40769 - Langenfeld
North Rhine-Westphalia,40000-40999,40789 - Monheim am Rhein
North Rhine-Westphalia,40000-40999,40822 - Mettmann
North Rhine-Westphalia,40000-40999,40878 - Ratingen
North Rhine-Westphalia,40000-40999,40879 - omitted
North Rhine-Westphalia,40000-40999,40880 - Ratingen
North Rhine-Westphalia,40000-40999,40881 - omitted
North Rhine-Westphalia,40000-40999,40882 - Ratingen
North Rhine-Westphalia,40000-40999,40883 - Ratingen
North Rhine-Westphalia,40000-40999,40884 - omitted
North Rhine-Westphalia,40000-40999,40885 - Ratingen
North Rhine-Westphalia,41000-41999,41334 - Nettetal
North Rhine-Westphalia,41000-41999,41460-41492 - Neuss
North Rhine-Westphalia,41000-41999,41460 - Neuss (downtown)
North Rhine-Westphalia,41000-41999,41492 - Neuss
North Rhine-Westphalia,41000-41999,41751 - Viersen (Dülken)
North Rhine-Westphalia,41000-41999,41844 - Wegberg
North Rhine-Westphalia,42000-42999,42096 - Wuppertal-Bayer AG
North Rhine-Westphalia,42000-42999,42097 - Wuppertal-Bergische Universität
North Rhine-Westphalia,42000-42999,42103 - Wuppertal
North Rhine-Westphalia,42000-42999,42105 - Wuppertal
North Rhine-Westphalia,42000-42999,42107 - Wuppertal
North Rhine-Westphalia,42000-42999,42119 - Wuppertal
North Rhine-Westphalia,42000-42999,42329 - Wuppertal-Langerfeld
North Rhine-Westphalia,42000-42999,42349 - Wuppertal-Cronenberg
North Rhine-Westphalia,42000-42999,42369 - Wuppertal-Ronsdorf
North Rhine-Westphalia,42000-42999,42477 - Radevormwald
North Rhine-Westphalia,42000-42999,42489 - Wülfrath
North Rhine-Westphalia,42000-42999,42499 - Hückeswagen
North Rhine-Westphalia,42000-42999,42512-42555 Velbert
North Rhine-Westphalia,42000-42999,42579 - Heiligenhaus
North Rhine-Westphalia,42000-42999,42601-42719 Solingen
North Rhine-Westphalia,42000-42999,42781 - Haan
North Rhine-Westphalia,42000-42999,42799 - Leichlingen
North Rhine-Westphalia,42000-42999,42801-42899 Remscheid
North Rhine-Westphalia,42000-42999,42929 - Wermelskirchen
North Rhine-Westphalia,44000-44999,44000 - 44399 Dortmund
North Rhine-Westphalia,44000-44999,44532 - 44536 Lünen
North Rhine-Westphalia,44000-44999,44575 - 44581 Castrop-Rauxel
North Rhine-Westphalia,44000-44999,44623 - 44653 Herne
North Rhine-Westphalia,44000-44999,44787 - 44894 Bochum
North Rhine-Westphalia,45000-45999,45000 - 45399 Essen
North Rhine-Westphalia,45000-45999,45468 - 45481 Mülheim an der Ruhr
North Rhine-Westphalia,45000-45999,45500-45529 - Hattingen
North Rhine-Westphalia,45000-45999,45500 - Hattingen
North Rhine-Westphalia,45000-45999,45504 - Hattingen (centre)
North Rhine-Westphalia,45000-45999,45529 - Hattingen
North Rhine-Westphalia,45000-45999,45549 - Sprockhövel
North Rhine-Westphalia,46000-46999,46519 - Alpen
North Rhine-Westphalia,46000-46999,46562 - Voerde
North Rhine-Westphalia,46000-46999,46282 - Dorsten
North Rhine-Westphalia,47000-47999,47701 - 47839 - Krefeld and surroundings
North Rhine-Westphalia,47000-47999,47701 - Krefeld
North Rhine-Westphalia,47000-47999,47798 - Krefeld (centre)
North Rhine-Westphalia,47000-47999,47799 - Krefeld
North Rhine-Westphalia,47000-47999,"47800 - Krefeld, Bockum area"
North Rhine-Westphalia,47000-47999,"47829 - Krefeld, Uerdingen area"
North Rhine-Westphalia,47000-47999,47839 - Krefeld
North Rhine-Westphalia,47000-47999,47918 - Tönisvorst
North Rhine-Westphalia,48000-48999,48143-48167 Münster
North Rhine-Westphalia,48000-48999,48249 - Dülmen and the district of Hiddingsel
North Rhine-Westphalia,48000-48999,48291 - Telgte
North Rhine-Westphalia,48000-48999,48351 - Everswinkel
North Rhine-Westphalia,48000-48999,48727 - Billerbeck
North Rhine-Westphalia,48000-48999,48477 - Hörstel
North Rhine-Westphalia,48000-48999,49477-49479 - Ibbenbüren
North Rhine-Westphalia,50000-50999,50226 - Frechen
North Rhine-Westphalia,50000-50999,50494 - Sorst
North Rhine-Westphalia,50000-50999,"50600-50999 Köln (west, main part)"
North Rhine-Westphalia,51000-51999,51060-51149 - Köln (east; main part in 50000 series)
North Rhine-Westphalia,51000-51999,51399 - Burscheid
North Rhine-Westphalia,51000-51999,51588 - Nümbrecht
North Rhine-Westphalia,51000-51999,51643 - Gummersbach
North Rhine-Westphalia,51000-51999,51644 - not used
North Rhine-Westphalia,51000-51999,51655 - Gummersbach
North Rhine-Westphalia,51000-51999,51666 - not used
North Rhine-Westphalia,51000-51999,51677 - Gummersbach
North Rhine-Westphalia,51000-51999,51702 - Bergneustadt
North Rhine-Westphalia,51000-51999,51709 - Marienheide
North Rhine-Westphalia,52000-52999,52000 - 52080 Aachen
North Rhine-Westphalia,52000-52999,52134 - Herzogenrath
North Rhine-Westphalia,52000-52999,52156 - Monschau
North Rhine-Westphalia,52000-52999,52231 - 52249 Eschweiler
North Rhine-Westphalia,52000-52999,52428 - Jülich
North Rhine-Westphalia,53000-53999,53111 - Bonn
North Rhine-Westphalia,53000-53999,53721 - Siegburg
North Rhine-Westphalia,53000-53999,53809 - Ruppichteroth
North Rhine-Westphalia,55000-55999,55548 - Lippstadt
North Rhine-Westphalia,57000-57999,57001-57080 - Siegen
North Rhine-Westphalia,57000-57999,57001 - Siegen
North Rhine-Westphalia,57000-57999,57072 - Siegen (market area)
North Rhine-Westphalia,57000-57999,57080 - Siegen
North Rhine-Westphalia,58000-58999,58000 - 58139 Hagen
North Rhine-Westphalia,58000-58999,58239 - Schwerte
North Rhine-Westphalia,58000-58999,58256 - Ennepetal
North Rhine-Westphalia,58000-58999,58285 - Gevelsberg
North Rhine-Westphalia,58000-58999,58300 - Wetter (Ruhr)
North Rhine-Westphalia,58000-58999,58313 - Herdecke
North Rhine-Westphalia,58000-58999,58401 - 58456 Witten
North Rhine-Westphalia,58000-58999,58507 - 58515 Lüdenscheid
North Rhine-Westphalia,59000-59999,59174 - Kamen
North Rhine-Westphalia,59000-59999,59192 - Bergkamen
North Rhine-Westphalia,59000-59999,59439 - Holzwickede
North Rhine-Westphalia,59000-59999,59494 - Soest
Rhineland-Palatinate,53000-53999,53520 - Herresbach
Rhineland-Palatinate,53000-53999,53809 is in the Rheinland-Pfalz
Rhineland-Palatinate,54000-54999,54290-54296 - Trier
Rhineland-Palatinate,54000-54999,54306 - Kordel
Rhineland-Palatinate,54000-54999,54441 - Trassem and vicinity
Rhineland-Palatinate,54000-54999,54470 - Bernkastel-Kues
Rhineland-Palatinate,54000-54999,54479 - Horath
Rhineland-Palatinate,54000-54999,54634 - Bitburg
Rhineland-Palatinate,54000-54999,54529 - Spangdahlem
Rhineland-Palatinate,55000-55999,55001-55131 - Mainz
Rhineland-Palatinate,55000-55999,55001: Mainz
Rhineland-Palatinate,55000-55999,"55116 - Mainz, (downtown)"
Rhineland-Palatinate,55000-55999,55131 - Mainz
Rhineland-Palatinate,55000-55999,55218 - Ingelheim am Rhein
Rhineland-Palatinate,55000-55999,55411 Bingen am Rhein
Rhineland-Palatinate,55000-55999,55411: Bingen (Stadt)
Rhineland-Palatinate,55000-55999,55517-55545 - Bad Kreuznach
Rhineland-Palatinate,55000-55999,55517: Bad Kreuznach
Rhineland-Palatinate,55000-55999,55545: Bad Kreuznach (downtown)
Rhineland-Palatinate,55000-55999,55548 is in North Rhine-Westphalia
Rhineland-Palatinate,55000-55999,55566 - Daubach
Rhineland-Palatinate,55000-55999,55569 - Auen
Rhineland-Palatinate,55000-55999,55595 - Sponheim
Rhineland-Palatinate,55000-55999,55743 - Reichanbach (Baumholder)
Rhineland-Palatinate,55000-55999,55758 - Weiden bei Idar-Oberstein
Rhineland-Palatinate,56000-56999,56291 - Bickenbach (Hunsrück)
Rhineland-Palatinate,56000-56999,56346 - Reichenberg (Rhineland-Palatinate)
Rhineland-Palatinate,56000-56999,56368 - Katzenelnbogen
Rhineland-Palatinate,56000-56999,"56370 - Biebrich, Rhineland Palatinate"
Rhineland-Palatinate,56000-56999,56459 - Rothenbach
Rhineland-Palatinate,56000-56999,56472 - Hardt (Westerwald)
Rhineland-Palatinate,56000-56999,56626 - Andernach
Rhineland-Palatinate,56000-56999,56841 - Traben-Trarbach
Rhineland-Palatinate,56000-56999,56851 - Zell (Mosel)
Rhineland-Palatinate,57000-57999,57612 - Kirchheib
Rhineland-Palatinate,65000-65999,65624 - Altendiez
Rhineland-Palatinate,66000-66999,66849 - Landstuhl
Rhineland-Palatinate,66000-66999,66879 - Reichenbach-Steegen
Rhineland-Palatinate,66000-66999,66894 - Martinshöhe
Rhineland-Palatinate,66000-66999,The rest are in Saarland
Hesse,35000-35999,35037 - Marburg (city centre)
Hesse,35000-35999,35038 - omitted
Hesse,35000-35999,35039 - Marburg
Hesse,35000-35999,35040 - omitted
Hesse,35000-35999,35041 - Marburg
Hesse,35000-35999,35042 - omitted
